,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Wakefield,40.89470517661,-73.84720052054902,Lollipops Gelato,40.894123150205274,-73.84589162362325,Dessert Shop
1,Wakefield,40.89470517661,-73.84720052054902,Ripe Kitchen & Bar,40.898151685683544,-73.83887499584462,Caribbean Restaurant
2,Wakefield,40.89470517661,-73.84720052054902,Rite Aid,40.8965207,-73.8446798,Pharmacy
3,Wakefield,40.89470517661,-73.84720052054902,Jackie's West Indian Bakery,40.88928305984094,-73.84330953453158,Caribbean Restaurant
4,Wakefield,40.89470517661,-73.84720052054902,Ali's Roti Shop,40.89403569556059,-73.8569349369388,Caribbean Restaurant
5,Wakefield,40.89470517661,-73.84720052054902,Cooler Runnings Jamaican Restaurant Inc,40.89828293903573,-73.85047803986248,Caribbean Restaurant
6,Wakefield,40.89470517661,-73.84720052054902,Jimbo's,40.89174013088267,-73.85822584571335,Burger Joint
7,Wakefield,40.89470517661,-73.84720052054902,Rite Aid,40.8890623,-73.8429927,Pharmacy
8,Wakefield,40.89470517661,-73.84720052054902,Carvel Ice Cream,40.890486685759605,-73.84856772568665,Ice Cream Shop
9,Wakefield,40.89470517661,-73.84720052054902,Dunkin Donuts,40.890631142128605,-73.84902685192144,Donut Shop
10,Wakefield,40.89470517661,-73.84720052054902,SUBWAY,40.89065631618457,-73.84919159087512,Sandwich Place
11,Wakefield,40.89470517661,-73.84720052054902,T-Mobile,40.8931366,-73.8572202,Mobile Phone Shop
12,Wakefield,40.89470517661,-73.84720052054902,E&L Bakery,40.89368628873347,-73.85723405629689,Bakery
13,Wakefield,40.89470517661,-73.84720052054902,Walgreens,40.89875681347848,-73.85444551706314,Pharmacy
14,Wakefield,40.89470517661,-73.84720052054902,McDonald's,40.90264544569362,-73.84948544204235,Fast Food Restaurant
15,Wakefield,40.89470517661,-73.84720052054902,Golden Krust Caribbean Bakery and Grill,40.89286268849937,-73.85759437940986,Caribbean Restaurant
16,Wakefield,40.89470517661,-73.84720052054902,Chase Bank,40.893154471437796,-73.85628342191178,Bank
17,Wakefield,40.89470517661,-73.84720052054902,Fine Fare,40.88924476474482,-73.84357937403945,Supermarket
18,Wakefield,40.89470517661,-73.84720052054902,Domino's Pizza,40.89844256649264,-73.85485053062439,Pizza Place
19,Wakefield,40.89470517661,-73.84720052054902,Dunkin' Donuts,40.898511023787286,-73.85536201426093,Donut Shop
20,Wakefield,40.89470517661,-73.84720052054902,Deals,40.894326599946716,-73.8570135303672,Discount Store
21,Wakefield,40.89470517661,-73.84720052054902,Popeye's,40.889322016018355,-73.84332313766208,Fried Chicken Joint
22,Wakefield,40.89470517661,-73.84720052054902,McDonald's,40.8913759474037,-73.85163239095422,Fast Food Restaurant
23,Wakefield,40.89470517661,-73.84720052054902,Dunkin' Donuts,40.89327705759388,-73.85704370181992,Donut Shop
24,Wakefield,40.89470517661,-73.84720052054902,McDonald's,40.892779,-73.857473,Fast Food Restaurant
25,Wakefield,40.89470517661,-73.84720052054902,Rite Aid,40.892375,-73.858329,Pharmacy
26,Wakefield,40.89470517661,-73.84720052054902,Rite Aid,40.89851188277123,-73.8553595778686,Pharmacy
27,Wakefield,40.89470517661,-73.84720052054902,Hong Kong China King,40.89164018732252,-73.84089838786122,Chinese Restaurant
28,Wakefield,40.89470517661,-73.84720052054902,Associated Supermarket,40.88796975874366,-73.84692879859317,Supermarket
29,Wakefield,40.89470517661,-73.84720052054902,MN Deli,40.898252,-73.854317,Bagel Shop
30,Wakefield,40.89470517661,-73.84720052054902,New Everlasting Nails,40.89337753247716,-73.8572087877291,Cosmetics Shop
31,Wakefield,40.89470517661,-73.84720052054902,MTA MaBSTOA Bus Bx31 / Bx39 / BxM11 at 233st Street / White Plains Road,40.89341846680429,-73.85735034942627,Bus Station
32,Wakefield,40.89470517661,-73.84720052054902,Seton Falls Park,40.8884138255166,-73.84018621289728,Park
33,Wakefield,40.89470517661,-73.84720052054902,Lovette's,40.90235094444835,-73.85160158744397,Restaurant
34,Co-op City,40.87429419303012,-73.82993910812398,Dumplin Shop,40.876042191838856,-73.83595004760689,Dumpling Restaurant
35,Co-op City,40.87429419303012,-73.82993910812398,Country Thyme Cuisine,40.87688005361567,-73.83773352710116,Caribbean Restaurant
36,Co-op City,40.87429419303012,-73.82993910812398,Panera Bread,40.867866294858295,-73.82784470915794,Bakery
37,Co-op City,40.87429419303012,-73.82993910812398,Red Lobster,40.869059,-73.826987,Seafood Restaurant
38,Co-op City,40.87429419303012,-73.82993910812398,Stop & Shop,40.868718192845556,-73.82542133331299,Supermarket
39,Co-op City,40.87429419303012,-73.82993910812398,Dollar Tree,40.87012498449601,-73.82898863175873,Discount Store
40,Co-op City,40.87429419303012,-73.82993910812398,The Cookie Factory,40.87646144059442,-73.8393530654225,Bakery
41,Co-op City,40.87429419303012,-73.82993910812398,Bay Plaza Shopping Center,40.867410043679406,-73.82665440072603,Shopping Mall
42,Co-op City,40.87429419303012,-73.82993910812398,DSW,40.86780417901166,-73.82672677193412,Shoe Store
43,Co-op City,40.87429419303012,-73.82993910812398,Rite Aid,40.881139,-73.823758,Pharmacy
44,Co-op City,40.87429419303012,-73.82993910812398,Dallas BBQ,40.86795564512483,-73.82530024455193,BBQ Joint
45,Co-op City,40.87429419303012,-73.82993910812398,Carter's,40.86687532605529,-73.82704925700622,Kids Store
46,Co-op City,40.87429419303012,-73.82993910812398,Five Below,40.86805566898652,-73.82512538723996,Discount Store
47,Co-op City,40.87429419303012,-73.82993910812398,T-Mobile,40.8685456,-73.8272943,Mobile Phone Shop
48,Co-op City,40.87429419303012,-73.82993910812398,Capri II Pizza,40.87637420537464,-73.82994042507629,Pizza Place
49,Co-op City,40.87429419303012,-73.82993910812398,Bartow Mall,40.87021912929973,-73.82866144180298,Shopping Mall
50,Co-op City,40.87429419303012,-73.82993910812398,Rite Aid,40.8703448818904,-73.82830202579498,Pharmacy
51,Co-op City,40.87429419303012,-73.82993910812398,Baskin Robbins,40.87004451117903,-73.8295779479274,Ice Cream Shop
52,Co-op City,40.87429419303012,-73.82993910812398,Pier 1 Imports,40.86706008178738,-73.82743177039852,Furniture / Home Store
53,Co-op City,40.87429419303012,-73.82993910812398,Bagels on Bartow,40.86947314383014,-73.8294469481041,Bagel Shop
54,Co-op City,40.87429419303012,-73.82993910812398,Staples,40.8675818,-73.8289133,Paper / Office Supplies Store
55,Co-op City,40.87429419303012,-73.82993910812398,DSW Designer Shoe Warehouse,40.86716854167582,-73.82527112960815,Shoe Store
56,Co-op City,40.87429419303012,-73.82993910812398,Marshalls,40.868409282110406,-73.82972647702542,Department Store
57,Co-op City,40.87429419303012,-73.82993910812398,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant
58,Co-op City,40.87429419303012,-73.82993910812398,The Children's Place,40.866972141895964,-73.82587946178818,Kids Store
59,Co-op City,40.87429419303012,-73.82993910812398,Stop and Shop,40.8805949430529,-73.82563591003418,Supermarket
60,Co-op City,40.87429419303012,-73.82993910812398,The Garage,40.88216467197872,-73.82759319234759,Nightclub
61,Co-op City,40.87429419303012,-73.82993910812398,Dunkin Donuts,40.869701590826025,-73.82882552635222,Donut Shop
62,Co-op City,40.87429419303012,-73.82993910812398,AMC Bay Plaza Cinema 13,40.86689344304227,-73.82531035863865,Movie Theater
63,Co-op City,40.87429419303012,-73.82993910812398,Sleepy's Co-Op City,40.87223414329722,-73.8286072661231,Mattress Store
64,Co-op City,40.87429419303012,-73.82993910812398,Popeyes Chicken and Biscuits,40.86860057501349,-73.8312082077379,Fried Chicken Joint
65,Co-op City,40.87429419303012,-73.82993910812398,GameStop,40.86786409498371,-73.82540995478442,Video Game Store
66,Co-op City,40.87429419303012,-73.82993910812398,Dunkin Donuts on Bartow Avenue,40.869633398594445,-73.8293042574999,Coffee Shop
67,Co-op City,40.87429419303012,-73.82993910812398,Claire's,40.8668555145782,-73.82810756416545,Accessories Store
68,Co-op City,40.87429419303012,-73.82993910812398,McDonald's,40.86870592437685,-73.83058532145697,Fast Food Restaurant
69,Co-op City,40.87429419303012,-73.82993910812398,Torrid,40.867559,-73.825149,Clothing Store
70,Co-op City,40.87429419303012,-73.82993910812398,Saks OFF 5TH,40.86566801,-73.8296628,Department Store
71,Co-op City,40.87429419303012,-73.82993910812398,AT&T,40.86800568648689,-73.82538314626673,Mobile Phone Shop
72,Co-op City,40.87429419303012,-73.82993910812398,SUBWAY,40.86862220285062,-73.83405221251073,Sandwich Place
73,Co-op City,40.87429419303012,-73.82993910812398,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall
74,Co-op City,40.87429419303012,-73.82993910812398,Food Universe Marketplace,40.87673987981054,-73.82898048976519,Grocery Store
75,Co-op City,40.87429419303012,-73.82993910812398,Men's Wearhouse,40.86918,-73.83094,Men's Store
76,Co-op City,40.87429419303012,-73.82993910812398,Pizza Hut,40.86868776810615,-73.83384615182877,Pizza Place
77,Co-op City,40.87429419303012,-73.82993910812398,Payless ShoeSource,40.86673366472522,-73.82618915642101,Shoe Store
78,Co-op City,40.87429419303012,-73.82993910812398,Starbucks,40.86561735082342,-73.82726323730006,Coffee Shop
79,Co-op City,40.87429419303012,-73.82993910812398,Chase Bank,40.867348,-73.827217,Bank
80,Co-op City,40.87429419303012,-73.82993910812398,Sleepy's Edson,40.86881401929237,-73.83367127976226,Mattress Store
81,Co-op City,40.87429419303012,-73.82993910812398,Verizon,40.866683850467645,-73.82628383583449,Mobile Phone Shop
82,Co-op City,40.87429419303012,-73.82993910812398,Townhouse Restaurant,40.876085887834265,-73.82886815052547,Restaurant
83,Co-op City,40.87429419303012,-73.82993910812398,Verizon,40.866596,-73.8259837,Mobile Phone Shop
84,Co-op City,40.87429419303012,-73.82993910812398,Haffen Park,40.87359183437905,-73.8385091455745,Park
85,Co-op City,40.87429419303012,-73.82993910812398,Bob's Discount Furniture,40.86688815749752,-73.8274410367012,Furniture / Home Store
86,Co-op City,40.87429419303012,-73.82993910812398,Golden Krust Caribbean Bakery and Grill,40.880751611799155,-73.82378110077026,Caribbean Restaurant
87,Co-op City,40.87429419303012,-73.82993910812398,Kmart,40.86823,-73.82985,Miscellaneous Shop
88,Co-op City,40.87429419303012,-73.82993910812398,MTA MaBSTOA Bus Bx28 / Bx30 / Bx38 / MTA Bus Bx23/ BxM7/ Q50 at the Dreiser Loop / Co-op City Blvd (Section 1/2),40.875943195045075,-73.82940420195395,Bus Station
89,Co-op City,40.87429419303012,-73.82993910812398,P.C. Richard & Son,40.86811787434579,-73.83059312471943,Electronics Store
90,Co-op City,40.87429419303012,-73.82993910812398,Kennedy Fried Chicken & Pizza,40.876655329812294,-73.8297674887889,Fried Chicken Joint
91,Co-op City,40.87429419303012,-73.82993910812398,GREEN WAY IN CO OP CITY,40.87454754839479,-73.82618915642101,Trail
92,Co-op City,40.87429419303012,-73.82993910812398,MTA MaBSTOA Bus Bx23 / Bx26 / Bx28 / Q50 at Asch Loop / alcott Place,40.871387402235094,-73.830646276474,Bus Station
93,Co-op City,40.87429419303012,-73.82993910812398,Section 4 Basketball Courts (Co Op City),40.87234472163489,-73.82658004760742,Basketball Court
94,Co-op City,40.87429419303012,-73.82993910812398,Ramada Bronx,40.879865,-73.831504,Hotel
95,Co-op City,40.87429419303012,-73.82993910812398,Applebee's Grill + Bar,40.86618631,-73.82647786,Restaurant
96,Co-op City,40.87429419303012,-73.82993910812398,Jimmy Jazz,40.87328580179024,-73.82436990737915,Accessories Store
97,Co-op City,40.87429419303012,-73.82993910812398,MTA MaBSTOA Bus Bx23 / Bx28 / Bx30 / Bx38 / Q50 at Co-op City Blvd & Baychester Ave (Section 1),40.879418720645106,-73.83197665214539,Bus Station
98,Co-op City,40.87429419303012,-73.82993910812398,24 Hour Fitness,40.86781839234004,-73.82498414619204,Gym / Fitness Center
99,Co-op City,40.87429419303012,-73.82993910812398,City Island Marina,40.874597046210496,-73.83722261852064,Harbor / Marina
100,Co-op City,40.87429419303012,-73.82993910812398,MTA BxM7,40.86931937330638,-73.82597089328371,Bus Line
101,Co-op City,40.87429419303012,-73.82993910812398,Modell's Sporting Goods,40.867080780477885,-73.82567456237783,Sporting Goods Shop
102,Co-op City,40.87429419303012,-73.82993910812398,BBQ'S Bay Plaza,40.86793423169318,-73.82597089328371,BBQ Joint
103,Co-op City,40.87429419303012,-73.82993910812398,MTA Regional Bus Depot - Gun Hill,40.867520982068406,-73.8327426821393,Bus Station
104,Co-op City,40.87429419303012,-73.82993910812398,City Pizza,40.88045918137706,-73.82397205125304,Pizza Place
105,Co-op City,40.87429419303012,-73.82993910812398,Hungry Howie's,40.880556457550355,-73.8237710171732,Pizza Place
106,Co-op City,40.87429419303012,-73.82993910812398,China Inn Buffet,40.880742,-73.823841,Buffet
107,Co-op City,40.87429419303012,-73.82993910812398,Romantic Depot,40.88239912410163,-73.82969282119849,Business Service
108,Co-op City,40.87429419303012,-73.82993910812398,City World Hyundai Service Center,40.882516,-73.829102,Auto Garage
109,Co-op City,40.87429419303012,-73.82993910812398,Pelham Bay Plaza,40.867237416357796,-73.8241960604158,Department Store
110,Co-op City,40.87429419303012,-73.82993910812398,Champion Chicken,40.868521,-73.821991,Food
111,Co-op City,40.87429419303012,-73.82993910812398,Baychester Wines and Liquors,40.880046,-73.838024,Liquor Store
112,Co-op City,40.87429419303012,-73.82993910812398,de reimer deli and grocery,40.88149294728297,-73.83572357419423,Deli / Bodega
113,Co-op City,40.87429419303012,-73.82993910812398,Chinese Buffet,40.88053257622219,-73.82376206745879,Chinese Restaurant
114,Eastchester,40.887555677350775,-73.82780644716412,Fish & Ting,40.88553926848355,-73.82915130799964,Caribbean Restaurant
115,Eastchester,40.887555677350775,-73.82780644716412,Cozy Cottage Restaurant,40.88633207186384,-73.82761561924221,Diner
116,Eastchester,40.887555677350775,-73.82780644716412,Mario's Pizza,40.88862762439113,-73.83126012557018,Pizza Place
117,Eastchester,40.887555677350775,-73.82780644716412,Dyre Fish Market,40.889317642958616,-73.83145257358296,Seafood Restaurant
118,Eastchester,40.887555677350775,-73.82780644716412,Taco Bell,40.88302914904598,-73.82490116273638,Fast Food Restaurant
119,Eastchester,40.887555677350775,-73.82780644716412,Fairway Market,40.89176235395443,-73.82037622564654,Grocery Store
120,Eastchester,40.887555677350775,-73.82780644716412,HomeGoods,40.8907793685805,-73.82049393556261,Furniture / Home Store
121,Eastchester,40.887555677350775,-73.82780644716412,Dyre Deli Grocery,40.88823525219036,-73.8312823268945,Deli / Bodega
122,Eastchester,40.887555677350775,-73.82780644716412,Gourmet Express,40.890508467185455,-73.81759071296698,Café
123,Eastchester,40.887555677350775,-73.82780644716412,Panera Bread,40.8914937,-73.8190083,Bakery
124,Eastchester,40.887555677350775,-73.82780644716412,Fairway Wines & Spirits,40.89161191917169,-73.8204496174189,Wine Shop
125,Eastchester,40.887555677350775,-73.82780644716412,Smashburger,40.890171687288685,-73.82058366950676,Burger Joint
126,Eastchester,40.887555677350775,-73.82780644716412,Kinetic Sports Club,40.89221928580828,-73.81810901930359,Gym
127,Eastchester,40.887555677350775,-73.82780644716412,Dave & Buster's,40.892236,-73.821055,Sports Bar
128,Eastchester,40.887555677350775,-73.82780644716412,Rite Aid,40.881139,-73.823758,Pharmacy
129,Eastchester,40.887555677350775,-73.82780644716412,Dunkin Donuts,40.88548117663743,-73.82801495153132,Donut Shop
130,Eastchester,40.887555677350775,-73.82780644716412,Shopwell Plaza,40.884276647992515,-73.83222575986744,Shopping Mall
131,Eastchester,40.887555677350775,-73.82780644716412,Jimmy's Best Chinese Restaurant,40.8841792178673,-73.83268490851218,Asian Restaurant
132,Eastchester,40.887555677350775,-73.82780644716412,Yumi Asian Bistro & Hibachi Steak House,40.89341523171208,-73.82032545549927,Asian Restaurant
133,Eastchester,40.887555677350775,-73.82780644716412,Chipotle Mexican Grill,40.893595,-73.820934,Mexican Restaurant
134,Eastchester,40.887555677350775,-73.82780644716412,IHOP,40.89003347839588,-73.81958492731994,Breakfast Spot
135,Eastchester,40.887555677350775,-73.82780644716412,Dollar Tree,40.89356135604874,-73.82026271600698,Discount Store
136,Eastchester,40.887555677350775,-73.82780644716412,BowlerLand,40.88601990111869,-73.82320747767668,Bowling Alley
137,Eastchester,40.887555677350775,-73.82780644716412,The Vitamin Shoppe,40.8930603,-73.8193219,Supplement Shop
138,Eastchester,40.887555677350775,-73.82780644716412,Golden Krust Caribbean Bakery and Grill,40.88854318502737,-73.83127757319923,Caribbean Restaurant
139,Eastchester,40.887555677350775,-73.82780644716412,The Garage,40.88216467197872,-73.82759319234759,Nightclub
140,Eastchester,40.887555677350775,-73.82780644716412,Wendy's,40.88959742209178,-73.81994292140007,Fast Food Restaurant
141,Eastchester,40.887555677350775,-73.82780644716412,GameStop,40.89339494777863,-73.81979831212374,Video Game Store
142,Eastchester,40.887555677350775,-73.82780644716412,Five Guys,40.89389489449381,-73.81987218748435,Burger Joint
143,Eastchester,40.887555677350775,-73.82780644716412,GNC,40.89101784734083,-73.82074507058611,Supplement Shop
144,Eastchester,40.887555677350775,-73.82780644716412,Columbus Diner,40.89446524525078,-73.82424218679706,Diner
145,Eastchester,40.887555677350775,-73.82780644716412,Five Below,40.89283148990643,-73.81854775819387,Discount Store
146,Eastchester,40.887555677350775,-73.82780644716412,24 Hour Fitness,40.89234,-73.82058,Gym / Fitness Center
147,Eastchester,40.887555677350775,-73.82780644716412,Stop and Shop,40.8805949430529,-73.82563591003418,Supermarket
148,Eastchester,40.887555677350775,-73.82780644716412,Wingstop,40.891268,-73.819114,Wings Joint
149,Eastchester,40.887555677350775,-73.82780644716412,SUBWAY,40.88393200040707,-73.83199027260656,Sandwich Place
150,Eastchester,40.887555677350775,-73.82780644716412,Mingles,40.884145813963066,-73.83261297304038,Cocktail Bar
151,Eastchester,40.887555677350775,-73.82780644716412,Pelham Manor Shopping Plaza,40.8922573067517,-73.81776143990406,Shopping Mall
152,Eastchester,40.887555677350775,-73.82780644716412,Lane Bryant,40.89049561537446,-73.82074454065699,Women's Store
153,Eastchester,40.887555677350775,-73.82780644716412,Dunkin Donuts,40.894053559836536,-73.82401608723755,Donut Shop
154,Eastchester,40.887555677350775,-73.82780644716412,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall
155,Eastchester,40.887555677350775,-73.82780644716412,Sally Beauty,40.89108,-73.820714,Health & Beauty Service
156,Eastchester,40.887555677350775,-73.82780644716412,Dress Barn,40.891301165944796,-73.82081292069009,Women's Store
157,Eastchester,40.887555677350775,-73.82780644716412,Chase Bank,40.89247656015229,-73.81878152489662,Bank
158,Eastchester,40.887555677350775,-73.82780644716412,Marshalls,40.891509461891054,-73.82081809018936,Department Store
159,Eastchester,40.887555677350775,-73.82780644716412,T-Mobile,40.8925965,-73.8184905,Mobile Phone Shop
160,Eastchester,40.887555677350775,-73.82780644716412,CTown Supermarkets,40.88429701,-73.83370186,Grocery Store
161,Eastchester,40.887555677350775,-73.82780644716412,Dyre Ave Diner,40.887968729082246,-73.83141284372412,Diner
162,Eastchester,40.887555677350775,-73.82780644716412,Golden Krust Caribbean Bakery and Grill,40.880751611799155,-73.82378110077026,Caribbean Restaurant
163,Eastchester,40.887555677350775,-73.82780644716412,Pimento Caribbean Restaurant,40.88436878845637,-73.83211203676869,Caribbean Restaurant
164,Eastchester,40.887555677350775,-73.82780644716412,Royal Caribbean Bakery,40.888251933965,-73.83145707477787,Caribbean Restaurant
165,Eastchester,40.887555677350775,-73.82780644716412,4 Star Auto Glass,40.8860464,-73.826613,Automotive Shop
166,Eastchester,40.887555677350775,-73.82780644716412,McDonald's,40.88563631373264,-73.82683955509486,Fast Food Restaurant
167,Eastchester,40.887555677350775,-73.82780644716412,Xing Lung Chinese Restaurant,40.8887854684858,-73.83122576835156,Chinese Restaurant
168,Eastchester,40.887555677350775,-73.82780644716412,FedEx Ship Center,40.895506,-73.82764,Shipping Store
169,Eastchester,40.887555677350775,-73.82780644716412,BP,40.89405892,-73.82426564,Gas Station
170,Eastchester,40.887555677350775,-73.82780644716412,Dome Groomer's,40.884440701933244,-73.83205345211809,Cosmetics Shop
171,Eastchester,40.887555677350775,-73.82780644716412,S & Y Grace,40.884140076175164,-73.8320879137,Grocery Store
172,Eastchester,40.887555677350775,-73.82780644716412,Modell's Sporting Goods,40.89257968049204,-73.81993080158198,Sporting Goods Shop
173,Eastchester,40.887555677350775,-73.82780644716412,Susans Nails,40.884248870952916,-73.83265078494533,Cosmetics Shop
174,Eastchester,40.887555677350775,-73.82780644716412,City World Hyundai Service Center,40.882516,-73.829102,Auto Garage
175,Eastchester,40.887555677350775,-73.82780644716412,Ramada Bronx,40.879865,-73.831504,Hotel
176,Eastchester,40.887555677350775,-73.82780644716412,China Inn Buffet,40.880742,-73.823841,Buffet
177,Eastchester,40.887555677350775,-73.82780644716412,City Pizza,40.88045918137706,-73.82397205125304,Pizza Place
178,Eastchester,40.887555677350775,-73.82780644716412,Gormet Deli & Cafe,40.890461053103884,-73.81792370808928,Sandwich Place
179,Eastchester,40.887555677350775,-73.82780644716412,pelham gourmet deli,40.89067971583624,-73.81751013942011,Deli / Bodega
180,Eastchester,40.887555677350775,-73.82780644716412,de reimer deli and grocery,40.88149294728297,-73.83572357419423,Deli / Bodega
181,Eastchester,40.887555677350775,-73.82780644716412,MTA MaBSTOA Bus Bx23 / Bx28 / Bx30 / Bx38 / Q50 at Co-op City Blvd & Baychester Ave (Section 1),40.879418720645106,-73.83197665214539,Bus Station
182,Eastchester,40.887555677350775,-73.82780644716412,Knuckleheads,40.89093668840454,-73.81705284118652,Bar
183,Fieldston,40.89543742690383,-73.90564259591682,Wave Hill,40.900062189494726,-73.9124461576627,Garden
184,Fieldston,40.89543742690383,-73.90564259591682,Lloyd's Carrot Cake,40.894060199383176,-73.89652847601737,Bakery
185,Fieldston,40.89543742690383,-73.90564259591682,Yo-Burger,40.88733734314313,-73.9071843648891,Burger Joint
186,Fieldston,40.89543742690383,-73.90564259591682,Riverdale Ave,40.890424929507866,-73.91024841803598,Plaza
187,Fieldston,40.89543742690383,-73.90564259591682,An Beal Bocht Cafe,40.88730309009836,-73.90502527528892,Bar
188,Fieldston,40.89543742690383,-73.90564259591682,Tin Marin,40.88707311362176,-73.90714828242368,Tapas Restaurant
189,Fieldston,40.89543742690383,-73.90564259591682,Salvatore's of Soho,40.887632762259415,-73.90717756259086,Pizza Place
190,Fieldston,40.89543742690383,-73.90564259591682,Skyview Wines and Spirits,40.903420126082416,-73.90577158410362,Wine Shop
191,Fieldston,40.89543742690383,-73.90564259591682,Jake’s Steakhouse,40.89163832603088,-73.89757290885106,Steakhouse
192,Fieldston,40.89543742690383,-73.90564259591682,Greek Express,40.88749950271757,-73.90726184172892,Greek Restaurant
193,Fieldston,40.89543742690383,-73.90564259591682,Broadway Joe's Pizza,40.8898981274626,-73.8985080809925,Pizza Place
194,Fieldston,40.89543742690383,-73.90564259591682,Tortoise and Hare Statue,40.89393751979629,-73.89612436294556,Public Art
195,Fieldston,40.89543742690383,-73.90564259591682,Barcelona Bites Gastro Club,40.889419717020665,-73.89923731358874,Lounge
196,Fieldston,40.89543742690383,-73.90564259591682,Chase Bank,40.888089,-73.907921,Bank
197,Fieldston,40.89543742690383,-73.90564259591682,Goodfella's Pizza,40.88712132107213,-73.90430120748528,Pizza Place
198,Fieldston,40.89543742690383,-73.90564259591682,Blackstone Bar & Grill,40.887253200116284,-73.9072508524159,Bar
199,Fieldston,40.89543742690383,-73.90564259591682,Rolen Bagels,40.88662386774234,-73.90716818359404,Bagel Shop
200,Fieldston,40.89543742690383,-73.90564259591682,New Riverdale Deli,40.887269605085706,-73.90512674452026,Sandwich Place
201,Fieldston,40.89543742690383,-73.90564259591682,Dunkin' Donuts,40.89006810320203,-73.8982577153812,Donut Shop
202,Fieldston,40.89543742690383,-73.90564259591682,Burrito Shop,40.88970321678889,-73.89850865735627,Mexican Restaurant
203,Fieldston,40.89543742690383,-73.90564259591682,Tiny's Diner,40.8866525233077,-73.90722113692334,Diner
204,Fieldston,40.89543742690383,-73.90564259591682,Papa John's Pizza,40.88688268179659,-73.9084571226761,Pizza Place
205,Fieldston,40.89543742690383,-73.90564259591682,Starbucks,40.890105,-73.900758,Coffee Shop
206,Fieldston,40.89543742690383,-73.90564259591682,Planet Wings,40.88984492265679,-73.89849481350521,Wings Joint
207,Fieldston,40.89543742690383,-73.90564259591682,Burger King,40.89121949532642,-73.89788103173487,Fast Food Restaurant
208,Fieldston,40.89543742690383,-73.90564259591682,Santa Fe Grill & Bar,40.89147882667728,-73.89766062927612,Mexican Restaurant
209,Fieldston,40.89543742690383,-73.90564259591682,SUBWAY,40.89003454156872,-73.89838652121755,Sandwich Place
210,Fieldston,40.89543742690383,-73.90564259591682,Fieldston Road Circle,40.89448851736085,-73.90562087134356,Plaza
211,Fieldston,40.89543742690383,-73.90564259591682,Skyview Shopping Center,40.903429082829355,-73.90584354485044,Shopping Mall
212,Fieldston,40.89543742690383,-73.90564259591682,Glyndor Gallery,40.89771455092325,-73.91160910253997,Art Gallery
213,Fieldston,40.89543742690383,-73.90564259591682,Shallash Pest Control,40.89466945869686,-73.91321539878845,Home Service
214,Fieldston,40.89543742690383,-73.90564259591682,Riverdale Park,40.896472396482785,-73.91399171283997,Playground
215,Fieldston,40.89543742690383,-73.90564259591682,"MTA MaBSTOA Bus at Riverdale Avenue & W. 254th St: (Bx7, Bx10, BxM1, BxM2, BxM18)",40.90185136423126,-73.90612240245532,Bus Station
216,Fieldston,40.89543742690383,-73.90564259591682,Vinmont veteran park,40.902056068472895,-73.90479410205289,Playground
217,Fieldston,40.89543742690383,-73.90564259591682,Lounge 243,40.89102799117388,-73.89830347223476,Bar
218,Fieldston,40.89543742690383,-73.90564259591682,Caffe Buon Gusto - Bronx,40.889476775271646,-73.89955759048462,Italian Restaurant
219,Fieldston,40.89543742690383,-73.90564259591682,Stiff Weasel Grill & Deli,40.89013695399729,-73.89823723815233,Deli / Bodega
220,Fieldston,40.89543742690383,-73.90564259591682,Blue Charcoal Grill,40.889862,-73.89852,Restaurant
221,Fieldston,40.89543742690383,-73.90564259591682,"MTA MaBSTOA & Bee-Line Bus at W. 242nd St. & Broadway (Van Cortlandt Pk): (Bx9, BxM3, BL 1, 2, 3)",40.89025959146581,-73.89797886334658,Bus Station
222,Fieldston,40.89543742690383,-73.90564259591682,Best Deli & Grill,40.889586147182904,-73.89863149829466,Deli / Bodega
223,Fieldston,40.89543742690383,-73.90564259591682,Parkview Sports Center,40.889539706869016,-73.8986506371302,Sporting Goods Shop
224,Fieldston,40.89543742690383,-73.90564259591682,Riverdale Waterfront Promenade,40.903422699092424,-73.90583768890028,Scenic Lookout
225,Riverdale,40.890834493891305,-73.9125854610857,Riverdale Ave,40.890424929507866,-73.91024841803598,Plaza
226,Riverdale,40.890834493891305,-73.9125854610857,Aoyu Japanese Restaurant,40.88625663623957,-73.90971942607067,Japanese Restaurant
227,Riverdale,40.890834493891305,-73.9125854610857,Menchie's,40.8866,-73.90991,Dessert Shop
228,Riverdale,40.890834493891305,-73.9125854610857,Yo-Burger,40.88733734314313,-73.9071843648891,Burger Joint
229,Riverdale,40.890834493891305,-73.9125854610857,Tin Marin,40.88707311362176,-73.90714828242368,Tapas Restaurant
230,Riverdale,40.890834493891305,-73.9125854610857,Liebman's Kosher Deli,40.88558431627006,-73.90967819364165,Deli / Bodega
231,Riverdale,40.890834493891305,-73.9125854610857,Palace of Japan,40.88584088190632,-73.91006439099525,Japanese Restaurant
232,Riverdale,40.890834493891305,-73.9125854610857,Salvatore's of Soho,40.887632762259415,-73.90717756259086,Pizza Place
